"Tabela 6450 - Unidades locais, pessoal ocupado total e assalariado, salários e outras remunerações, por seção, divisão, grupo e classe da classificação de atividades (CNAE 2.0)"
"Cód.";"Município";"Ano x Variável x Classificação Nacional de Atividades Econômicas (CNAE 2.0)"
"Cód.";"Município";"2019"
"Cód.";"Município";"Pessoal ocupado assalariado (Pessoas)";;"Salários e outras remunerações (Mil Reais)"
"Cód.";"Município";"Total";"55.10-8 Hotéis e similares";"Total";"55.10-8 Hotéis e similares"
"1715507";"Oliveira de Fátima (TO)";"200";"-";"3644";"-"
"1715705";"Palmeirante (TO)";"325";"-";"10526";"-"
"1715754";"Palmeirópolis (TO)";"855";"12";"16256";"157"
"1716109";"Paraíso do Tocantins (TO)";"9916";"81";"215450";"1280"
"1716208";"Paranã (TO)";"746";"-";"19210";"-"
"1716307";"Pau D'Arco (TO)";"297";"-";"6776";"-"
"1716505";"Pedro Afonso (TO)";"2212";"9";"72021";"124"
"1716604";"Peixe (TO)";"839";"X";"20819";"X"
"1716653";"Pequizeiro (TO)";"308";"-";"7514";"-"
"1716703";"Colméia (TO)";"675";"-";"15986";"-"
"1717008";"Pindorama do Tocantins (TO)";"282";"-";"6439";"-"
"1717206";"Piraquê (TO)";"278";"-";"7028";"-"
"1717503";"Pium (TO)";"598";"-";"14831";"-"
"1717800";"Ponte Alta do Bom Jesus (TO)";"296";"-";"4367";"-"
"1717909";"Ponte Alta do Tocantins (TO)";"432";"X";"10360";"X"
"1718006";"Porto Alegre do Tocantins (TO)";"182";"-";"4509";"-"
"1718204";"Porto Nacional (TO)";"9211";"X";"245690";"X"
"1718303";"Praia Norte (TO)";"223";"-";"3146";"-"
"1718402";"Presidente Kennedy (TO)";"335";"-";"5693";"-"
"1718451";"Pugmil (TO)";"384";"-";"7908";"-"
"1718501";"Recursolândia (TO)";"272";"-";"5599";"-"
"1718550";"Riachinho (TO)";"280";"-";"5601";"-"
"1718659";"Rio da Conceição (TO)";"254";"X";"4814";"X"
"1718709";"Rio dos Bois (TO)";"236";"-";"4220";"-"
"1718758";"Rio Sono (TO)";"332";"-";"7783";"-"
"1718808";"Sampaio (TO)";"256";"-";"5265";"-"
"1718840";"Sandolândia (TO)";"330";"-";"5327";"-"
"1718865";"Santa Fé do Araguaia (TO)";"506";"-";"12775";"-"
"1718881";"Santa Maria do Tocantins (TO)";"245";"-";"5118";"-"
"1718899";"Santa Rita do Tocantins (TO)";"318";"X";"6604";"X"
"1718907";"Santa Rosa do Tocantins (TO)";"436";"-";"10277";"-"
"1719004";"Santa Tereza do Tocantins (TO)";"211";"-";"4104";"-"
"1720002";"Santa Terezinha do Tocantins (TO)";"175";"X";"3961";"X"
"1720101";"São Bento do Tocantins (TO)";"386";"X";"9642";"X"
"1720150";"São Félix do Tocantins (TO)";"189";"X";"4124";"X"
"1720200";"São Miguel do Tocantins (TO)";"605";"-";"14113";"-"
"1720259";"São Salvador do Tocantins (TO)";"222";"X";"5692";"X"
"1720309";"São Sebastião do Tocantins (TO)";"313";"-";"6857";"-"
"1720499";"São Valério (TO)";"426";"X";"8096";"X"
"1720655";"Silvanópolis (TO)";"465";"-";"10562";"-"
"1720804";"Sítio Novo do Tocantins (TO)";"757";"-";"15061";"-"
"1720853";"Sucupira (TO)";"181";"-";"2800";"-"
"1720903";"Taguatinga (TO)";"1014";"14";"26606";"178"
"1720937";"Taipas do Tocantins (TO)";"220";"-";"3902";"-"
"1720978";"Talismã (TO)";"346";"X";"8601";"X"
"1721000";"Palmas (TO)";"120289";"711";"6523068";"10568"
"1721109";"Tocantínia (TO)";"409";"-";"9284";"-"
"1721208";"Tocantinópolis (TO)";"2221";"X";"46380";"X"
"1721257";"Tupirama (TO)";"227";"-";"4757";"-"
"1721307";"Tupiratins (TO)";"258";"-";"4778";"-"
"1722081";"Wanderlândia (TO)";"644";"-";"16082";"-"
"1722107";"Xambioá (TO)";"1212";"2";"31066";"55"
"2100055";"Açailândia (MA)";"14688";"108";"417218";"1563"
"2100105";"Afonso Cunha (MA)";"281";"-";"6713";"-"
"2100154";"Água Doce do Maranhão (MA)";"551";"-";"12646";"-"
"2100204";"Alcântara (MA)";"2078";"-";"87663";"-"
"2100303";"Aldeias Altas (MA)";"1253";"-";"36928";"-"
"2100402";"Altamira do Maranhão (MA)";"271";"-";"6310";"-"
"2100436";"Alto Alegre do Maranhão (MA)";"1316";"X";"21148";"X"
"2100477";"Alto Alegre do Pindaré (MA)";"1504";"X";"33122";"X"
"2100501";"Alto Parnaíba (MA)";"937";"X";"21289";"X"
"2100550";"Amapá do Maranhão (MA)";"283";"-";"5865";"-"
"2100600";"Amarante do Maranhão (MA)";"1763";"X";"40646";"X"
"2100709";"Anajatuba (MA)";"785";"-";"22386";"-"
"2100808";"Anapurus (MA)";"1094";"-";"25349";"-"
"2100832";"Apicum-Açu (MA)";"529";"-";"10564";"-"
"2100873";"Araguanã (MA)";"245";"-";"6677";"-"
"2100907";"Araioses (MA)";"2015";"X";"52367";"X"
"2100956";"Arame (MA)";"717";"-";"17460";"-"
"2101004";"Arari (MA)";"1631";"X";"41390";"X"
"2101103";"Axixá (MA)";"514";"-";"11487";"-"
"2101202";"Bacabal (MA)";"8187";"X";"195291";"X"
"2101251";"Bacabeira (MA)";"1396";"X";"33971";"X"
"2101301";"Bacuri (MA)";"970";"-";"27080";"-"
"2101350";"Bacurituba (MA)";"286";"X";"6526";"X"
"2101400";"Balsas (MA)";"17523";"144";"457412";"2257"
"2101509";"Barão de Grajaú (MA)";"1253";"19";"25517";"273"
"2101608";"Barra do Corda (MA)";"5212";"57";"125656";"735"
"2101707";"Barreirinhas (MA)";"3953";"184";"84537";"2873"
"2101731";"Belágua (MA)";"712";"-";"15620";"-"
"2101772";"Bela Vista do Maranhão (MA)";"407";"-";"11922";"-"
"2101806";"Benedito Leite (MA)";"276";"-";"6172";"-"
"2101905";"Bequimão (MA)";"907";"X";"19610";"X"
"2101939";"Bernardo do Mearim (MA)";"217";"-";"5067";"-"
"2101970";"Boa Vista do Gurupi (MA)";"427";"X";"12035";"X"
"2102002";"Bom Jardim (MA)";"1617";"-";"36800";"-"
"2102036";"Bom Jesus das Selvas (MA)";"1377";"8";"30181";"98"
"2102077";"Bom Lugar (MA)";"393";"-";"10097";"-"
"2102101";"Brejo (MA)";"1479";"-";"36735";"-"
"2102150";"Brejo de Areia (MA)";"239";"-";"6649";"-"
"2102200";"Buriti (MA)";"953";"-";"33357";"-"
"2102309";"Buriti Bravo (MA)";"545";"-";"12122";"-"
"2102325";"Buriticupu (MA)";"3942";"8";"82746";"162"
"2102358";"Buritirana (MA)";"465";"-";"13465";"-"
"2102374";"Cachoeira Grande (MA)";"334";"X";"8530";"X"
"2102408";"Cajapió (MA)";"287";"-";"6832";"-"
"2102507";"Cajari (MA)";"700";"X";"14467";"X"
"2102556";"Campestre do Maranhão (MA)";"1342";"X";"47632";"X"
"2102606";"Cândido Mendes (MA)";"713";"-";"19003";"-"
"2102705";"Cantanhede (MA)";"844";"X";"25489";"X"
"2102754";"Capinzal do Norte (MA)";"466";"-";"12894";"-"
"2102804";"Carolina (MA)";"2643";"46";"57899";"706"
"2102903";"Carutapera (MA)";"1587";"X";"42155";"X"
"2103000";"Caxias (MA)";"15912";"X";"315437";"X"
"2103109";"Cedral (MA)";"615";"-";"12547";"-"
"2103125";"Central do Maranhão (MA)";"288";"-";"6957";"-"
"2103158";"Centro do Guilherme (MA)";"583";"-";"9567";"-"
"2103174";"Centro Novo do Maranhão (MA)";"618";"-";"16213";"-"
"2103208";"Chapadinha (MA)";"4579";"18";"106920";"310"
"2103257";"Cidelândia (MA)";"723";"-";"22347";"-"
"2103307";"Codó (MA)";"8294";"48";"179153";"784"
"2103406";"Coelho Neto (MA)";"3731";"X";"107715";"X"
"2103505";"Colinas (MA)";"2595";"24";"54423";"270"
"2103554";"Conceição do Lago-Açu (MA)";"764";"-";"22505";"-"
"2103604";"Coroatá (MA)";"3427";"X";"65751";"X"
"2103703";"Cururupu (MA)";"1336";"4";"35891";"52"
"2103752";"Davinópolis (MA)";"1873";"-";"40423";"-"
"2103802";"Dom Pedro (MA)";"1295";"11";"30034";"178"
"2103901";"Duque Bacelar (MA)";"504";"-";"16187";"-"
"2104008";"Esperantinópolis (MA)";"1107";"-";"29896";"-"
"2104057";"Estreito (MA)";"3516";"X";"93546";"X"
"2104073";"Feira Nova do Maranhão (MA)";"448";"-";"10637";"-"
"2104081";"Fernando Falcão (MA)";"278";"-";"6193";"-"
"2104099";"Formosa da Serra Negra (MA)";"699";"-";"18888";"-"
"2104107";"Fortaleza dos Nogueiras (MA)";"838";"X";"18274";"X"
"2104206";"Fortuna (MA)";"469";"-";"15399";"-"
"2104305";"Godofredo Viana (MA)";"1377";"X";"52103";"X"
"2104404";"Gonçalves Dias (MA)";"613";"-";"17065";"-"
"2104503";"Governador Archer (MA)";"287";"-";"8486";"-"
"2104552";"Governador Edison Lobão (MA)";"1931";"X";"46382";"X"
"2104602";"Governador Eugênio Barros (MA)";"464";"-";"13721";"-"
"2104628";"Governador Luiz Rocha (MA)";"498";"-";"11221";"-"
"2104651";"Governador Newton Bello (MA)";"281";"-";"6931";"-"
"2104677";"Governador Nunes Freire (MA)";"1182";"-";"33987";"-"
"2104701";"Graça Aranha (MA)";"214";"-";"6135";"-"
"2104800";"Grajaú (MA)";"5797";"X";"146916";"X"
"2104909";"Guimarães (MA)";"452";"-";"11667";"-"
"2105005";"Humberto de Campos (MA)";"2099";"-";"40646";"-"
"2105104";"Icatu (MA)";"1102";"-";"24563";"-"
"2105153";"Igarapé do Meio (MA)";"944";"-";"22340";"-"
"2105203";"Igarapé Grande (MA)";"435";"-";"11343";"-"
"2105302";"Imperatriz (MA)";"55983";"420";"1464676";"6156"
"2105351";"Itaipava do Grajaú (MA)";"250";"-";"5261";"-"
"2105401";"Itapecuru Mirim (MA)";"4191";"56";"104905";"822"
"2105427";"Itinga do Maranhão (MA)";"2606";"X";"62724";"X"
"2105450";"Jatobá (MA)";"362";"-";"8350";"-"
"2105476";"Jenipapo dos Vieiras (MA)";"620";"-";"13592";"-"
"2105500";"João Lisboa (MA)";"1422";"X";"31692";"X"
"2105609";"Joselândia (MA)";"510";"X";"10476";"X"
"2105658";"Junco do Maranhão (MA)";"537";"-";"9229";"-"
"2105708";"Lago da Pedra (MA)";"2447";"X";"56371";"X"
"2105807";"Lago do Junco (MA)";"438";"-";"10199";"-"
"2105906";"Lago Verde (MA)";"611";"-";"13610";"-"
"2105922";"Lagoa do Mato (MA)";"404";"-";"8493";"-"
"2105948";"Lago dos Rodrigues (MA)";"480";"-";"7396";"-"
"2105963";"Lagoa Grande do Maranhão (MA)";"389";"X";"10179";"X"
"2105989";"Lajeado Novo (MA)";"353";"-";"8904";"-"
"2106003";"Lima Campos (MA)";"612";"-";"15909";"-"
"2106102";"Loreto (MA)";"1008";"X";"33377";"X"
"2106201";"Luís Domingues (MA)";"404";"-";"9243";"-"
"2106300";"Magalhães de Almeida (MA)";"1038";"-";"22866";"-"
"2106326";"Maracaçumé (MA)";"895";"-";"21140";"-"
"2106359";"Marajá do Sena (MA)";"248";"-";"7920";"-"
"2106375";"Maranhãozinho (MA)";"789";"-";"14515";"-"
"2106409";"Mata Roma (MA)";"1285";"X";"26341";"X"
"2106508";"Matinha (MA)";"1013";"X";"21995";"X"
"2106607";"Matões (MA)";"1409";"-";"45327";"-"
"2106631";"Matões do Norte (MA)";"268";"-";"8335";"-"
"2106672";"Milagres do Maranhão (MA)";"343";"-";"6662";"-"
"2106706";"Mirador (MA)";"766";"-";"13987";"-"
"2106755";"Miranda do Norte (MA)";"1322";"10";"29070";"147"
"2106805";"Mirinzal (MA)";"534";"-";"7625";"-"
"2106904";"Monção (MA)";"1264";"-";"34518";"-"
"2107001";"Montes Altos (MA)";"370";"-";"7327";"-"
"2107100";"Morros (MA)";"880";"X";"23138";"X"
"2107209";"Nina Rodrigues (MA)";"374";"-";"10684";"-"
"2107258";"Nova Colinas (MA)";"314";"-";"7289";"-"
"2107308";"Nova Iorque (MA)";"222";"-";"3862";"-"
"2107357";"Nova Olinda do Maranhão (MA)";"393";"-";"10429";"-"
"2107407";"Olho d'Água das Cunhãs (MA)";"1234";"-";"26927";"-"
"2107456";"Olinda Nova do Maranhão (MA)";"500";"-";"10692";"-"
"2107506";"Paço do Lumiar (MA)";"7229";"X";"159196";"X"
"2107605";"Palmeirândia (MA)";"889";"-";"14254";"-"
"2107704";"Paraibano (MA)";"995";"X";"21813";"X"
"2107803";"Parnarama (MA)";"1836";"-";"36202";"-"
"2107902";"Passagem Franca (MA)";"796";"-";"13734";"-"
"2108009";"Pastos Bons (MA)";"1042";"X";"26958";"X"
"2108058";"Paulino Neves (MA)";"804";"1";"18489";"13"
"2108108";"Paulo Ramos (MA)";"875";"-";"25539";"-"
"2108207";"Pedreiras (MA)";"5639";"76";"119114";"1238"
"2108256";"Pedro do Rosário (MA)";"689";"-";"20562";"-"
"2108306";"Penalva (MA)";"1355";"X";"32508";"X"
"2108405";"Peri Mirim (MA)";"544";"-";"10794";"-"
"2108454";"Peritoró (MA)";"980";"X";"26826";"X"
"2108504";"Pindaré-Mirim (MA)";"1753";"-";"40011";"-"
"2108603";"Pinheiro (MA)";"4616";"27";"114337";"413"
"2108702";"Pio XII (MA)";"1265";"X";"24339";"X"
"2108801";"Pirapemas (MA)";"656";"-";"16784";"-"
"2108900";"Poção de Pedras (MA)";"793";"-";"24057";"-"
"2109007";"Porto Franco (MA)";"2201";"12";"57902";"176"
"2109056";"Porto Rico do Maranhão (MA)";"260";"-";"6035";"-"
"2109106";"Presidente Dutra (MA)";"4027";"38";"83874";"565"
"2109205";"Presidente Juscelino (MA)";"477";"-";"12190";"-"
"2109239";"Presidente Médici (MA)";"509";"-";"9693";"-"
"2109270";"Presidente Sarney (MA)";"540";"-";"12806";"-"
"2109304";"Presidente Vargas (MA)";"713";"X";"20833";"X"
"2109403";"Primeira Cruz (MA)";"619";"X";"10079";"X"
"2109452";"Raposa (MA)";"1701";"2";"34895";"28"
"2109502";"Riachão (MA)";"1343";"X";"35971";"X"
"2109551";"Ribamar Fiquene (MA)";"551";"-";"12665";"-"
"2109601";"Rosário (MA)";"3006";"7";"78618";"115"
"2109700";"Sambaíba (MA)";"483";"-";"9467";"-"
"2109759";"Santa Filomena do Maranhão (MA)";"283";"-";"7206";"-"
"2109809";"Santa Helena (MA)";"1687";"X";"42180";"X"
"2109908";"Santa Inês (MA)";"9468";"181";"212468";"2697"
"2110005";"Santa Luzia (MA)";"3366";"X";"92122";"X"
"2110039";"Santa Luzia do Paruá (MA)";"1668";"X";"40009";"X"
"2110104";"Santa Quitéria do Maranhão (MA)";"977";"X";"22542";"X"
"2110203";"Santa Rita (MA)";"1320";"X";"33296";"X"
"2110237";"Santana do Maranhão (MA)";"382";"-";"7568";"-"
"2110278";"Santo Amaro do Maranhão (MA)";"681";"X";"18170";"X"
"2110302";"Santo Antônio dos Lopes (MA)";"1269";"X";"65362";"X"
"2110401";"São Benedito do Rio Preto (MA)";"657";"-";"18338";"-"
"2110500";"São Bento (MA)";"1247";"X";"35868";"X"
"2110609";"São Bernardo (MA)";"1206";"X";"22915";"X"
"2110658";"São Domingos do Azeitão (MA)";"625";"-";"12467";"-"
"2110708";"São Domingos do Maranhão (MA)";"1231";"X";"30210";"X"
"2110807";"São Félix de Balsas (MA)";"292";"-";"5848";"-"
"2110856";"São Francisco do Brejão (MA)";"471";"-";"11529";"-"
"2110906";"São Francisco do Maranhão (MA)";"534";"-";"12856";"-"
"2111003";"São João Batista (MA)";"976";"-";"26034";"-"
"2111029";"São João do Carú (MA)";"401";"-";"13164";"-"
"2111052";"São João do Paraíso (MA)";"619";"-";"15720";"-"
"2111078";"São João do Soter (MA)";"415";"-";"9799";"-"
"2111102";"São João dos Patos (MA)";"2122";"30";"47968";"358"
"2111201";"São José de Ribamar (MA)";"17605";"153";"410999";"2448"
"2111250";"São José dos Basílios (MA)";"217";"-";"6232";"-"
"2111300";"São Luís (MA)";"344753";"1670";"13854884";"31503"
"2111409";"São Luís Gonzaga do Maranhão (MA)";"838";"-";"18589";"-"
"2111508";"São Mateus do Maranhão (MA)";"1946";"X";"44310";"X"
"2111532";"São Pedro da Água Branca (MA)";"610";"X";"14744";"X"
"2111573";"São Pedro dos Crentes (MA)";"394";"-";"7862";"-"
"2111607";"São Raimundo das Mangabeiras (MA)";"2624";"X";"67498";"X"
"2111631";"São Raimundo do Doca Bezerra (MA)";"278";"-";"6144";"-"
"2111672";"São Roberto (MA)";"286";"-";"7365";"-"
"2111706";"São Vicente Ferrer (MA)";"742";"X";"21447";"X"
"2111722";"Satubinha (MA)";"461";"-";"8379";"-"
"2111748";"Senador Alexandre Costa (MA)";"316";"-";"7069";"-"
"2111763";"Senador La Rocque (MA)";"794";"-";"19577";"-"
"2111789";"Serrano do Maranhão (MA)";"517";"-";"10917";"-"
"2111805";"Sítio Novo (MA)";"1122";"X";"31186";"X"
"2111904";"Sucupira do Norte (MA)";"435";"-";"7822";"-"
"2111953";"Sucupira do Riachão (MA)";"256";"-";"5455";"-"
"2112001";"Tasso Fragoso (MA)";"1335";"-";"41357";"-"
"2112100";"Timbiras (MA)";"1315";"-";"29625";"-"
"2112209";"Timon (MA)";"14218";"X";"317322";"X"
"2112233";"Trizidela do Vale (MA)";"1941";"X";"46365";"X"
"2112274";"Tufilândia (MA)";"308";"-";"8000";"-"
"2112308";"Tuntum (MA)";"1140";"X";"23510";"X"
"2112407";"Turiaçu (MA)";"1284";"-";"37843";"-"
"2112456";"Turilândia (MA)";"634";"-";"15899";"-"
"2112506";"Tutóia (MA)";"3863";"23";"84404";"292"
"2112605";"Urbano Santos (MA)";"1882";"X";"38930";"X"
"2112704";"Vargem Grande (MA)";"2516";"6";"58005";"78"
"2112803";"Viana (MA)";"1893";"X";"45322";"X"
"2112852";"Vila Nova dos Martírios (MA)";"981";"X";"27427";"X"
"2112902";"Vitória do Mearim (MA)";"1407";"X";"35866";"X"
"2113009";"Vitorino Freire (MA)";"1745";"X";"45111";"X"
"2114007";"Zé Doca (MA)";"3002";"X";"69661";"X"
"2200053";"Acauã (PI)";"286";"-";"6663";"-"
"2200103";"Agricolândia (PI)";"152";"-";"3567";"-"
"2200202";"Água Branca (PI)";"1790";"X";"37833";"X"
"2200251";"Alagoinha do Piauí (PI)";"252";"-";"5714";"-"
"2200277";"Alegrete do Piauí (PI)";"304";"-";"5382";"-"
"2200301";"Alto Longá (PI)";"754";"-";"16393";"-"
"2200400";"Altos (PI)";"2986";"X";"73014";"X"
"2200459";"Alvorada do Gurguéia (PI)";"364";"X";"7906";"X"
"2200509";"Amarante (PI)";"765";"X";"18642";"X"
"2200608";"Angical do Piauí (PI)";"368";"-";"7612";"-"
"2200707";"Anísio de Abreu (PI)";"475";"-";"11572";"-"
"2200806";"Antônio Almeida (PI)";"393";"X";"9212";"X"
"2200905";"Aroazes (PI)";"374";"-";"8190";"-"
"2200954";"Aroeiras do Itaim (PI)";"182";"-";"4034";"-"
"2201002";"Arraial (PI)";"288";"-";"6646";"-"
"2201051";"Assunção do Piauí (PI)";"348";"-";"6667";"-"
"2201101";"Avelino Lopes (PI)";"461";"X";"9275";"X"
"2201150";"Baixa Grande do Ribeiro (PI)";"1818";"X";"50740";"X"
"2201176";"Barra D'Alcântara (PI)";"196";"-";"5935";"-"
"2201200";"Barras (PI)";"2612";"X";"58200";"X"
"2201309";"Barreiras do Piauí (PI)";"139";"-";"3918";"-"
"2201408";"Barro Duro (PI)";"456";"-";"9674";"-"
"2201507";"Batalha (PI)";"1172";"13";"25756";"200"
"2201556";"Bela Vista do Piauí (PI)";"223";"-";"5277";"-"
"2201572";"Belém do Piauí (PI)";"185";"X";"4609";"X"
"2201606";"Beneditinos (PI)";"489";"-";"12227";"-"
"2201705";"Bertolínia (PI)";"285";"-";"7204";"-"
"2201739";"Betânia do Piauí (PI)";"314";"-";"7710";"-"
"2201770";"Boa Hora (PI)";"343";"-";"8287";"-"
"2201804";"Bocaina (PI)";"325";"-";"5220";"-"
"2201903";"Bom Jesus (PI)";"3098";"X";"73830";"X"
"2201919";"Bom Princípio do Piauí (PI)";"409";"X";"9071";"X"
"2201929";"Bonfim do Piauí (PI)";"115";"-";"2217";"-"
"2201945";"Boqueirão do Piauí (PI)";"287";"-";"7241";"-"
"2201960";"Brasileira (PI)";"378";"-";"8702";"-"
"2201988";"Brejo do Piauí (PI)";"232";"-";"5843";"-"
"2202000";"Buriti dos Lopes (PI)";"1045";"X";"27717";"X"
"2202026";"Buriti dos Montes (PI)";"310";"-";"7998";"-"
"2202059";"Cabeceiras do Piauí (PI)";"507";"-";"10093";"-"
"2202075";"Cajazeiras do Piauí (PI)";"251";"-";"4884";"-"
"2202083";"Cajueiro da Praia (PI)";"848";"94";"17304";"1284"
"2202091";"Caldeirão Grande do Piauí (PI)";"241";"-";"6022";"-"
"2202109";"Campinas do Piauí (PI)";"249";"-";"6340";"-"
"2202117";"Campo Alegre do Fidalgo (PI)";"273";"-";"6290";"-"
"2202133";"Campo Grande do Piauí (PI)";"294";"-";"6484";"-"
"2202174";"Campo Largo do Piauí (PI)";"293";"-";"6865";"-"
"2202208";"Campo Maior (PI)";"4214";"38";"103864";"611"
"2202251";"Canavieira (PI)";"248";"-";"4871";"-"
"2202307";"Canto do Buriti (PI)";"1590";"2";"35776";"35"
"2202406";"Capitão de Campos (PI)";"607";"-";"13761";"-"
"2202455";"Capitão Gervásio Oliveira (PI)";"208";"X";"5696";"X"
"2202505";"Caracol (PI)";"500";"-";"12502";"-"
"2202539";"Caraúbas do Piauí (PI)";"300";"-";"7331";"-"
"2202554";"Caridade do Piauí (PI)";"483";"-";"8413";"-"
"2202604";"Castelo do Piauí (PI)";"1040";"X";"26257";"X"
"2202653";"Caxingó (PI)";"387";"-";"9308";"-"
"2202703";"Cocal (PI)";"1143";"-";"29414";"-"
"2202711";"Cocal de Telha (PI)";"280";"-";"7608";"-"
"2202729";"Cocal dos Alves (PI)";"307";"-";"6310";"-"
"2202737";"Coivaras (PI)";"251";"-";"6143";"-"
"2202752";"Colônia do Gurguéia (PI)";"304";"X";"6262";"X"
"2202778";"Colônia do Piauí (PI)";"368";"-";"9237";"-"
"2202802";"Conceição do Canindé (PI)";"230";"-";"5792";"-"
"2202851";"Coronel José Dias (PI)";"320";"-";"6211";"-"
"2202901";"Corrente (PI)";"2333";"13";"51623";"181"
"2203008";"Cristalândia do Piauí (PI)";"388";"-";"8240";"-"
"2203107";"Cristino Castro (PI)";"652";"34";"15865";"373"
"2203206";"Curimatá (PI)";"724";"1";"13600";"17"
"2203230";"Currais (PI)";"458";"-";"12436";"-"
"2203255";"Curralinhos (PI)";"160";"-";"4372";"-"
"2203271";"Curral Novo do Piauí (PI)";"357";"-";"5763";"-"
"2203305";"Demerval Lobão (PI)";"1104";"X";"23192";"X"
"2203354";"Dirceu Arcoverde (PI)";"337";"X";"8399";"X"
"2203404";"Dom Expedito Lopes (PI)";"359";"-";"8052";"-"
"2203420";"Domingos Mourão (PI)";"178";"-";"5150";"-"
"2203453";"Dom Inocêncio (PI)";"271";"-";"8524";"-"
"2203503";"Elesbão Veloso (PI)";"1033";"X";"22951";"X"
"2203602";"Eliseu Martins (PI)";"307";"X";"7002";"X"
"2203701";"Esperantina (PI)";"2718";"-";"65920";"-"
"2203750";"Fartura do Piauí (PI)";"271";"-";"5732";"-"
"2203800";"Flores do Piauí (PI)";"366";"-";"6206";"-"
"2203859";"Floresta do Piauí (PI)";"186";"-";"3674";"-"
"2203909";"Floriano (PI)";"9961";"156";"216923";"2559"
"2204006";"Francinópolis (PI)";"252";"-";"5767";"-"
"2204105";"Francisco Ayres (PI)";"252";"-";"5713";"-"
"2204154";"Francisco Macedo (PI)";"180";"-";"4581";"-"
"2204204";"Francisco Santos (PI)";"369";"-";"8593";"-"
"2204303";"Fronteiras (PI)";"554";"X";"13353";"X"
"2204352";"Geminiano (PI)";"231";"-";"5110";"-"
"2204402";"Gilbués (PI)";"687";"X";"17541";"X"
"2204501";"Guadalupe (PI)";"935";"X";"24097";"X"
"2204550";"Guaribas (PI)";"241";"-";"6171";"-"
"2204600";"Hugo Napoleão (PI)";"208";"-";"4174";"-"
"2204659";"Ilha Grande (PI)";"442";"X";"10626";"X"
"2204709";"Inhuma (PI)";"697";"X";"16798";"X"
"2204808";"Ipiranga do Piauí (PI)";"367";"X";"8580";"X"
"2204907";"Isaías Coelho (PI)";"322";"-";"7070";"-"
"2205003";"Itainópolis (PI)";"400";"-";"10094";"-"
"2205102";"Itaueira (PI)";"477";"X";"9926";"X"
"2205151";"Jacobina do Piauí (PI)";"297";"-";"6892";"-"
"2205201";"Jaicós (PI)";"715";"X";"19392";"X"
"2205250";"Jardim do Mulato (PI)";"235";"-";"4871";"-"
"2205276";"Jatobá do Piauí (PI)";"238";"-";"6319";"-"
"2205300";"Jerumenha (PI)";"429";"-";"8431";"-"
"2205359";"João Costa (PI)";"242";"-";"4819";"-"
"2205409";"Joaquim Pires (PI)";"643";"-";"14532";"-"
"2205458";"Joca Marques (PI)";"176";"-";"4510";"-"
"2205508";"José de Freitas (PI)";"2299";"4";"55095";"65"
"2205516";"Juazeiro do Piauí (PI)";"374";"-";"7427";"-"
"2205524";"Júlio Borges (PI)";"379";"-";"7625";"-"
"2205532";"Jurema (PI)";"274";"-";"7119";"-"
"2205540";"Lagoinha do Piauí (PI)";"235";"-";"4630";"-"
"2205557";"Lagoa Alegre (PI)";"448";"-";"11853";"-"
"2205565";"Lagoa do Barro do Piauí (PI)";"781";"X";"23022";"X"
"2205573";"Lagoa de São Francisco (PI)";"385";"-";"7188";"-"
"2205581";"Lagoa do Piauí (PI)";"300";"-";"8381";"-"
"2205599";"Lagoa do Sítio (PI)";"219";"-";"5352";"-"
"2205607";"Landri Sales (PI)";"313";"-";"6237";"-"
"2205706";"Luís Correia (PI)";"2154";"152";"50858";"1749"
"2205805";"Luzilândia (PI)";"1249";"-";"27184";"-"
"2205854";"Madeiro (PI)";"325";"-";"7648";"-"
"2205904";"Manoel Emídio (PI)";"370";"-";"8111";"-"
"2205953";"Marcolândia (PI)";"470";"8";"10015";"95"
"2206001";"Marcos Parente (PI)";"321";"X";"6332";"X"
"2206050";"Massapê do Piauí (PI)";"333";"-";"7088";"-"
"2206100";"Matias Olímpio (PI)";"553";"-";"11403";"-"
"2206209";"Miguel Alves (PI)";"1305";"X";"42658";"X"
"2206308";"Miguel Leão (PI)";"227";"-";"4618";"-"
"2206357";"Milton Brandão (PI)";"366";"-";"7958";"-"
"2206407";"Monsenhor Gil (PI)";"643";"X";"15464";"X"
"2206506";"Monsenhor Hipólito (PI)";"212";"-";"6424";"-"
"2206605";"Monte Alegre do Piauí (PI)";"746";"X";"18907";"X"
"2206654";"Morro Cabeça no Tempo (PI)";"262";"-";"5056";"-"
"2206670";"Morro do Chapéu do Piauí (PI)";"358";"-";"7646";"-"
"2206696";"Murici dos Portelas (PI)";"441";"-";"11606";"-"
"2206704";"Nazaré do Piauí (PI)";"447";"-";"10360";"-"
"2206720";"Nazária (PI)";"1122";"-";"16586";"-"
"2206753";"Nossa Senhora de Nazaré (PI)";"256";"-";"6727";"-"
"2206803";"Nossa Senhora dos Remédios (PI)";"192";"-";"5126";"-"
"2206902";"Novo Oriente do Piauí (PI)";"322";"-";"7452";"-"
"2206951";"Novo Santo Antônio (PI)";"148";"-";"3865";"-"
"2207009";"Oeiras (PI)";"2878";"11";"65549";"189"
"2207108";"Olho D'Água do Piauí (PI)";"141";"-";"2770";"-"
"2207207";"Padre Marcos (PI)";"397";"-";"8985";"-"
"2207306";"Paes Landim (PI)";"389";"-";"7588";"-"
